Order_ID,Order_Date,Customer_Location,Customer_ID,Age,Occupation,Gender,Category_Name,Category_ID,Product_ID,Product_Name,Quantity_Sold,Material,Unit_Price ($),Total_Revenue ($),Eco_Certification,Manufacturing_Emission (kg CO2),Water_Usage (liters),Percentage_Recycled_Material (%),Carbon_Offset_Investment ($),Return_Status,Return_Reason,Customer_Feedback
ORD-015628,2025-03-15,"Norway, Bergen",CUST-15628,47,Art therapist,Other,Dress,CAT-03,DR-3339,Dress Classic,1,Bamboo,115,115,Fair Trade,5.38,1598,24,0.27,Not Returned,,Good
ORD-015629,2024-10-28,"USA, Burlington",CUST-15629,25,Chartered certified accountant,Male,Dress,CAT-03,DR-1868,Dress Eco,4,Hemp,150,600,GOTS,13.49,1986,88,0.67,Not Returned,,Excellent
ORD-015630,2024-03-19,"USA, Berkeley",CUST-15630,36,Estate manager/land agent,Female,Bag,CAT-06,BA-6271,Bag Eco,3,Organic Cotton,100,300,GOTS,10.13,1249,48,0.51,Not Returned,,Average
ORD-015631,2023-09-08,"Norway, Oslo",CUST-15631,22,"Production designer, theatre/television/film",Female,Pants,CAT-02,PA-4953,Pants Green,2,Bamboo,80,160,OEKO-TEX,12.3,825,10,0.62,Returned,Wrong Size,Poor
ORD-015632,2023-10-24,"Netherlands, Amsterdam",CUST-15632,45,Armed forces technical officer,Male,Dress,CAT-03,DR-3700,Dress Style,5,Bamboo,120,600,B Corp,6.31,1718,85,0.32,Returned,Not as Expected,Good
ORD-015633,2024-02-26,"Norway, Bergen",CUST-15633,41,Furniture conservator/restorer,Female,Pants,CAT-02,PA-8675,Pants Eco,2,Hemp,95,190,B Corp,5.22,2719,37,0.26,Not Returned,,Excellent
ORD-015634,2024-10-27,"Canada, Victoria",CUST-15634,36,Chief Strategy Officer,Male,Shoes,CAT-05,SHO-7680,Shoes Green,2,Bamboo,155,310,GOTS,5.15,2749,90,0.26,Not Returned,,Excellent
ORD-015635,2024-11-10,"USA, San Francisco",CUST-15635,37,Chartered management accountant,Male,Jacket,CAT-04,JA-4652,Jacket Green,5,Linen,240,1200,B Corp,2.75,746,60,0.14,Not Returned,,Average
ORD-015636,2024-03-11,"Norway, Bergen",CUST-15636,34,Curator,Male,Shoes,CAT-05,SHO-3500,Shoes Eco,5,Organic Cotton,155,775,GOTS,14.95,1992,17,0.75,Returned,Other,Good
ORD-015637,2024-08-03,"Norway, Bergen",CUST-15637,40,Curator,Male,Jacket,CAT-04,JA-4833,Jacket Green,2,Linen,215,430,OEKO-TEX,14.26,2130,79,0.71,Not Returned,,Good
ORD-015638,2024-09-19,"New Zealand, Wellington",CUST-15638,29,Dancer,Female,Shirt,CAT-01,SHI-2423,Shirt Green,3,Linen,50,150,GOTS,11.19,2703,19,0.56,Not Returned,,Excellent
ORD-015639,2023-09-09,"Germany, Berlin",CUST-15639,44,Radiation protection practitioner,Female,Dress,CAT-03,DR-1809,Dress Green,4,Hemp,155,620,GOTS,2.12,2497,72,0.11,Not Returned,,Good
ORD-015640,2024-03-14,"Germany, Berlin",CUST-15640,23,"Engineer, energy",Female,Dress,CAT-03,DR-9664,Dress Green,2,Linen,140,280,GOTS,10.26,1447,27,0.51,Not Returned,,Excellent
ORD-015641,2023-12-17,"USA, Boulder",CUST-15641,55,"Surveyor, land/geomatics",Female,Shirt,CAT-01,SHI-3135,Shirt Eco,2,Recycled Polyester,40,80,Fair Trade,14.73,1179,90,0.74,Returned,Wrong Size,Average
ORD-015642,2025-01-25,"Germany, Freiburg",CUST-15642,42,Stage manager,Other,Jacket,CAT-04,JA-4031,Jacket Green,4,Bamboo,195,780,GOTS,8.24,2265,41,0.41,Returned,Wrong Size,Excellent
ORD-015643,2024-12-29,"Sweden, Stockholm",CUST-15643,36,"Engineer, mining",Male,Bag,CAT-06,BA-8229,Bag Style,2,Recycled Polyester,90,180,None,2.16,1835,100,0.11,Not Returned,,Average
ORD-015644,2024-10-12,"USA, San Francisco",CUST-15644,42,Pension scheme manager,Male,Shirt,CAT-01,SHI-6108,Shirt Eco,2,Bamboo,50,100,GOTS,8.48,1094,65,0.42,Not Returned,,Excellent
ORD-015645,2023-10-01,"New Zealand, Wellington",CUST-15645,52,Building services engineer,Female,Pants,CAT-02,PA-2369,Pants Classic,3,Linen,85,255,GOTS,11.96,662,49,0.6,Not Returned,,Average
ORD-015646,2023-05-19,"Australia, Melbourne",CUST-15646,45,Advertising account planner,Female,Bag,CAT-06,BA-2415,Bag Eco,1,Bamboo,105,105,GOTS,3.25,1931,93,0.16,Not Returned,,Good
ORD-015647,2024-11-03,"USA, Berkeley",CUST-15647,52,"Lighting technician, broadcasting/film/video",Female,Jacket,CAT-04,JA-1783,Jacket Eco,2,Recycled Polyester,195,390,OEKO-TEX,9.03,548,81,0.45,Not Returned,,Excellent
ORD-015648,2023-12-27,"Canada, Vancouver",CUST-15648,50,Farm manager,Male,Pants,CAT-02,PA-1642,Pants Style,5,Bamboo,90,450,OEKO-TEX,2.86,1234,61,0.14,Not Returned,,Excellent
ORD-015649,2024-06-30,"USA, Santa Cruz",CUST-15649,43,Meteorologist,Male,Bag,CAT-06,BA-3782,Bag Classic,2,Organic Cotton,115,230,OEKO-TEX,14.61,1657,49,0.73,Not Returned,,Good
ORD-015650,2023-07-05,"Germany, Freiburg",CUST-15650,42,Mechanical engineer,Female,Shoes,CAT-05,SHO-5185,Shoes Eco,2,Linen,165,330,B Corp,12.43,2138,95,0.62,Not Returned,,Excellent
ORD-015651,2025-03-22,"USA, San Francisco",CUST-15651,36,"Engineer, aeronautical",Female,Jacket,CAT-04,JA-2082,Jacket Green,4,Organic Cotton,195,780,GOTS,6.37,1746,60,0.32,Not Returned,,Excellent
ORD-015652,2023-04-23,"USA, San Francisco",CUST-15652,31,Patent examiner,Female,Shirt,CAT-01,SHI-4637,Shirt Classic,4,Linen,60,240,OEKO-TEX,12.4,1958,59,0.62,Not Returned,,Excellent
ORD-015653,2023-08-03,"Sweden, Stockholm",CUST-15653,29,Dietitian,Female,Dress,CAT-03,DR-2459,Dress Green,4,Hemp,140,560,Fair Trade,7.98,1338,21,0.4,Not Returned,,Excellent
ORD-015654,2024-10-10,"USA, San Francisco",CUST-15654,42,"Optician, dispensing",Female,Pants,CAT-02,PA-5437,Pants Green,1,Bamboo,95,95,OEKO-TEX,10.15,2136,51,0.51,Not Returned,,Average
ORD-015655,2023-11-28,"Norway, Bergen",CUST-15655,46,Estate manager/land agent,Female,Shoes,CAT-05,SHO-8933,Shoes Classic,1,Bamboo,165,165,Fair Trade,7.27,2107,94,0.36,Not Returned,,Average
ORD-015656,2025-02-19,"Norway, Bergen",CUST-15656,53,"Embryologist, clinical",Female,Dress,CAT-03,DR-2769,Dress Classic,4,Recycled Polyester,120,480,Fair Trade,9.24,2558,52,0.46,Not Returned,,Good
ORD-015657,2023-11-24,"USA, Berkeley",CUST-15657,35,Passenger transport manager,Other,Dress,CAT-03,DR-6865,Dress Eco,1,Bamboo,115,115,B Corp,12.81,955,26,0.64,Not Returned,,Average
ORD-015658,2024-11-24,"USA, San Francisco",CUST-15658,31,Chiropractor,Female,Dress,CAT-03,DR-5229,Dress Eco,2,Bamboo,120,240,Fair Trade,8.12,1800,60,0.41,Not Returned,,Excellent
ORD-015659,2024-06-03,"USA, San Francisco",CUST-15659,46,Camera operator,Female,Shirt,CAT-01,SHI-1691,Shirt Eco,2,Recycled Polyester,45,90,None,3.47,1693,29,0.17,Not Returned,,Excellent
ORD-015660,2024-06-25,"Canada, Victoria",CUST-15660,30,Archaeologist,Male,Jacket,CAT-04,JA-7997,Jacket Eco,2,Organic Cotton,190,380,OEKO-TEX,5.82,1345,41,0.29,Returned,Not as Expected,Excellent
ORD-015661,2024-05-29,"Canada, Victoria",CUST-15661,40,Rural practice surveyor,Female,Pants,CAT-02,PA-3693,Pants Classic,3,Organic Cotton,75,225,B Corp,6.32,699,52,0.32,Not Returned,,Excellent
ORD-015662,2023-06-03,"Canada, Vancouver",CUST-15662,27,"Therapist, art",Female,Shirt,CAT-01,SHI-6208,Shirt Eco,1,Organic Cotton,45,45,B Corp,13.38,2020,62,0.67,Not Returned,,Excellent
ORD-015663,2023-10-10,"Canada, Victoria",CUST-15663,41,Telecommunications researcher,Female,Bag,CAT-06,BA-7855,Bag Style,2,Linen,115,230,Fair Trade,14.86,1646,41,0.74,Not Returned,,Excellent
ORD-015664,2023-07-20,"Germany, Berlin",CUST-15664,48,"Surveyor, building control",Female,Dress,CAT-03,DR-3010,Dress Green,1,Linen,125,125,None,3.59,674,65,0.18,Not Returned,,Good
ORD-015665,2023-05-08,"Norway, Oslo",CUST-15665,50,Academic librarian,Male,Jacket,CAT-04,JA-1340,Jacket Style,3,Recycled Polyester,200,600,OEKO-TEX,5.96,1597,77,0.3,Not Returned,,Good
ORD-015666,2024-09-25,"Australia, Melbourne",CUST-15666,22,Production engineer,Male,Jacket,CAT-04,JA-4453,Jacket Style,3,Hemp,245,735,OEKO-TEX,11.28,2473,93,0.56,Not Returned,,Good
ORD-015667,2023-09-13,"USA, Boulder",CUST-15667,22,Intelligence analyst,Female,Shoes,CAT-05,SHO-8163,Shoes Classic,3,Recycled Polyester,145,435,GOTS,4.83,2956,18,0.24,Not Returned,,Excellent
ORD-015668,2024-05-12,"USA, Boulder",CUST-15668,43,Warden/ranger,Male,Pants,CAT-02,PA-1656,Pants Green,2,Organic Cotton,85,170,OEKO-TEX,8.53,2741,16,0.43,Returned,Wrong Size,Average
ORD-015669,2024-10-23,"Germany, Berlin",CUST-15669,45,"Therapist, music",Female,Bag,CAT-06,BA-4062,Bag Style,2,Recycled Polyester,90,180,B Corp,2.52,998,72,0.13,Not Returned,,Excellent
ORD-015670,2024-11-21,"USA, Berkeley",CUST-15670,28,Economist,Male,Bag,CAT-06,BA-5759,Bag Classic,1,Bamboo,110,110,OEKO-TEX,12.62,2102,28,0.63,Not Returned,,Good
ORD-015671,2023-12-27,"USA, Burlington",CUST-15671,29,Hydrogeologist,Female,Jacket,CAT-04,JA-7637,Jacket Green,4,Organic Cotton,190,760,B Corp,13.36,1254,87,0.67,Not Returned,,Average
ORD-015672,2023-10-10,"Canada, Vancouver",CUST-15672,54,Building surveyor,Female,Shoes,CAT-05,SHO-4407,Shoes Style,1,Hemp,200,200,Fair Trade,6.48,1381,74,0.32,Not Returned,,Average
ORD-015673,2024-12-09,"Germany, Freiburg",CUST-15673,42,Adult guidance worker,Female,Dress,CAT-03,DR-3306,Dress Style,1,Hemp,150,150,B Corp,2.58,1224,87,0.13,Not Returned,,Good
ORD-015674,2024-10-25,"Canada, Victoria",CUST-15674,25,Geographical information systems officer,Male,Bag,CAT-06,BA-2070,Bag Classic,1,Hemp,125,125,OEKO-TEX,5.98,1710,92,0.3,Not Returned,,Poor
ORD-015675,2024-04-27,"Canada, Victoria",CUST-15675,41,"Pharmacist, community",Male,Pants,CAT-02,PA-4903,Pants Style,5,Hemp,100,500,GOTS,11.48,1137,64,0.57,Not Returned,,Poor
ORD-015676,2024-07-29,"Norway, Oslo",CUST-15676,49,Neurosurgeon,Female,Pants,CAT-02,PA-5496,Pants Eco,1,Organic Cotton,75,75,B Corp,13.78,2780,50,0.69,Not Returned,,Excellent
ORD-015677,2024-09-12,"USA, Boulder",CUST-15677,24,Surgeon,Female,Bag,CAT-06,BA-3661,Bag Style,1,Linen,105,105,OEKO-TEX,7.95,1794,53,0.4,Not Returned,,Good
ORD-015678,2023-08-29,"Australia, Melbourne",CUST-15678,52,Paramedic,Female,Shirt,CAT-01,SHI-4505,Shirt Style,3,Organic Cotton,50,150,Fair Trade,4.8,1994,53,0.24,Not Returned,,Average
ORD-015679,2024-09-04,"USA, Burlington",CUST-15679,36,Financial risk analyst,Male,Bag,CAT-06,BA-7612,Bag Green,5,Linen,125,625,None,10.54,1655,88,0.53,Not Returned,,Good
ORD-015680,2023-11-02,"Germany, Berlin",CUST-15680,40,Fast food restaurant manager,Male,Shoes,CAT-05,SHO-1435,Shoes Green,1,Organic Cotton,140,140,Fair Trade,9.44,1164,33,0.47,Not Returned,,Excellent
ORD-015681,2024-09-30,"USA, Seattle",CUST-15681,48,Passenger transport manager,Male,Jacket,CAT-04,JA-5160,Jacket Green,4,Hemp,235,940,Fair Trade,13.33,1890,60,0.67,Not Returned,,Excellent
ORD-015682,2023-05-08,"Norway, Oslo",CUST-15682,24,Horticultural therapist,Female,Shirt,CAT-01,SHI-6893,Shirt Classic,1,Linen,60,60,GOTS,12.81,658,100,0.64,Not Returned,,Excellent
ORD-015683,2023-12-02,"Norway, Bergen",CUST-15683,24,Energy engineer,Female,Dress,CAT-03,DR-9614,Dress Style,4,Bamboo,115,460,Fair Trade,13.25,1099,28,0.66,Not Returned,,Excellent
ORD-015684,2023-07-08,"Netherlands, Amsterdam",CUST-15684,27,Financial planner,Other,Shoes,CAT-05,SHO-5114,Shoes Green,5,Organic Cotton,145,725,Fair Trade,10.89,2910,83,0.54,Not Returned,,Average
ORD-015685,2023-10-27,"USA, Burlington",CUST-15685,43,"Scientist, research (life sciences)",Female,Pants,CAT-02,PA-7623,Pants Classic,2,Organic Cotton,85,170,None,13.15,1041,73,0.66,Returned,Not as Expected,Average
ORD-015686,2023-08-17,"Canada, Victoria",CUST-15686,31,Psychotherapist,Male,Jacket,CAT-04,JA-1797,Jacket Style,4,Recycled Polyester,180,720,Fair Trade,9.76,2120,84,0.49,Not Returned,,Good
ORD-015687,2023-06-28,"Germany, Freiburg",CUST-15687,45,Transport planner,Male,Jacket,CAT-04,JA-1376,Jacket Classic,4,Linen,235,940,B Corp,3.83,1699,91,0.19,Not Returned,,Average
ORD-015688,2023-12-03,"Canada, Victoria",CUST-15688,34,"Engineer, site",Female,Pants,CAT-02,PA-7881,Pants Classic,5,Organic Cotton,80,400,GOTS,10.93,608,60,0.55,Not Returned,,Average
ORD-015689,2025-01-16,"USA, Berkeley",CUST-15689,44,"Engineer, manufacturing systems",Female,Dress,CAT-03,DR-2761,Dress Green,4,Organic Cotton,115,460,Fair Trade,2.17,1259,57,0.11,Not Returned,,Excellent
ORD-015690,2024-09-15,"Canada, Vancouver",CUST-15690,50,Archaeologist,Male,Shoes,CAT-05,SHO-3917,Shoes Eco,2,Linen,165,330,GOTS,5.33,549,72,0.27,Not Returned,,Excellent
ORD-015691,2023-08-24,"Canada, Vancouver",CUST-15691,51,Chartered management accountant,Female,Dress,CAT-03,DR-8102,Dress Style,5,Hemp,145,725,GOTS,8.59,2773,85,0.43,Not Returned,,Good
ORD-015692,2023-05-01,"USA, Burlington",CUST-15692,50,Academic librarian,Female,Shoes,CAT-05,SHO-8193,Shoes Classic,5,Bamboo,165,825,Fair Trade,8.46,507,98,0.42,Not Returned,,Good
ORD-015693,2023-09-02,"Canada, Victoria",CUST-15693,34,"Administrator, sports",Male,Dress,CAT-03,DR-4749,Dress Style,2,Recycled Polyester,120,240,B Corp,13.68,1446,89,0.68,Not Returned,,Good
ORD-015694,2024-02-15,"Canada, Victoria",CUST-15694,43,Event organiser,Male,Jacket,CAT-04,JA-6570,Jacket Green,5,Linen,240,1200,GOTS,4.44,803,31,0.22,Not Returned,,Excellent
ORD-015695,2024-03-08,"USA, Seattle",CUST-15695,24,Marine scientist,Female,Shoes,CAT-05,SHO-2860,Shoes Eco,4,Organic Cotton,140,560,OEKO-TEX,2.66,2820,45,0.13,Not Returned,,Excellent
ORD-015696,2024-12-30,"Canada, Vancouver",CUST-15696,34,"Scientist, physiological",Female,Bag,CAT-06,BA-9158,Bag Eco,5,Linen,105,525,GOTS,5.74,1540,38,0.29,Not Returned,,Average
ORD-015697,2024-06-19,"USA, Berkeley",CUST-15697,31,Hotel manager,Male,Shoes,CAT-05,SHO-3903,Shoes Classic,2,Hemp,165,330,GOTS,5.3,1003,39,0.27,Not Returned,,Good
ORD-015698,2023-09-05,"USA, San Francisco",CUST-15698,37,Chartered management accountant,Female,Shirt,CAT-01,SHI-5144,Shirt Green,5,Hemp,55,275,Fair Trade,6.22,1076,23,0.31,Not Returned,,Poor
ORD-015699,2024-01-12,"Norway, Oslo",CUST-15699,26,"Designer, ceramics/pottery",Male,Pants,CAT-02,PA-1324,Pants Style,5,Hemp,105,525,Fair Trade,6.42,1341,71,0.32,Not Returned,,Good
ORD-015700,2023-08-01,"Netherlands, Amsterdam",CUST-15700,44,Hydrogeologist,Male,Jacket,CAT-04,JA-7908,Jacket Eco,4,Hemp,235,940,OEKO-TEX,9.47,505,27,0.47,Returned,Wrong Size,Good
ORD-015701,2023-08-17,"Canada, Vancouver",CUST-15701,22,Energy manager,Male,Pants,CAT-02,PA-8482,Pants Style,2,Recycled Polyester,80,160,OEKO-TEX,9.41,926,10,0.47,Not Returned,,Excellent
ORD-015702,2023-05-18,"USA, Portland",CUST-15702,41,Illustrator,Male,Dress,CAT-03,DR-9957,Dress Style,1,Bamboo,115,115,OEKO-TEX,9.3,1128,82,0.47,Not Returned,,Good
ORD-015703,2024-10-01,"USA, Burlington",CUST-15703,26,"Geneticist, molecular",Female,Shirt,CAT-01,SHI-5212,Shirt Eco,2,Bamboo,45,90,B Corp,2.16,2890,94,0.11,Not Returned,,Average
ORD-015704,2024-02-26,"New Zealand, Wellington",CUST-15704,51,Geophysicist/field seismologist,Other,Jacket,CAT-04,JA-6081,Jacket Green,5,Linen,205,1025,GOTS,13.33,1704,66,0.67,Not Returned,,Average
ORD-015705,2024-10-22,"Norway, Oslo",CUST-15705,52,Commercial horticulturist,Male,Bag,CAT-06,BA-2676,Bag Style,5,Hemp,130,650,GOTS,8.32,1160,50,0.42,Not Returned,,Excellent
ORD-015706,2023-08-08,"Canada, Vancouver",CUST-15706,40,"Psychologist, sport and exercise",Male,Jacket,CAT-04,JA-6153,Jacket Green,3,Hemp,270,810,GOTS,7.22,1311,73,0.36,Not Returned,,Excellent
ORD-015707,2025-01-16,"USA, Berkeley",CUST-15707,55,Art therapist,Female,Shirt,CAT-01,SHI-2851,Shirt Classic,2,Linen,55,110,OEKO-TEX,3.76,2879,22,0.19,Not Returned,,Excellent
ORD-015708,2024-11-18,"New Zealand, Wellington",CUST-15708,50,Architectural technologist,Female,Shirt,CAT-01,SHI-1754,Shirt Style,4,Recycled Polyester,50,200,B Corp,14.44,2223,50,0.72,Not Returned,,Excellent
ORD-015709,2025-02-15,"Netherlands, Amsterdam",CUST-15709,48,Dancer,Male,Bag,CAT-06,BA-6259,Bag Classic,2,Hemp,130,260,OEKO-TEX,8.55,732,42,0.43,Not Returned,,Excellent
ORD-015710,2025-03-16,"USA, Santa Cruz",CUST-15710,48,Industrial/product designer,Female,Jacket,CAT-04,JA-6655,Jacket Style,1,Organic Cotton,205,205,Fair Trade,5.43,2954,94,0.27,Not Returned,,Average
ORD-015711,2024-04-17,"Netherlands, Amsterdam",CUST-15711,25,Charity officer,Female,Shirt,CAT-01,SHI-2812,Shirt Style,5,Hemp,65,325,Fair Trade,5.79,2524,41,0.29,Not Returned,,Good
ORD-015712,2024-01-10,"USA, Burlington",CUST-15712,31,Merchant navy officer,Female,Pants,CAT-02,PA-5547,Pants Eco,3,Bamboo,85,255,GOTS,12.75,2987,48,0.64,Not Returned,,Good
ORD-015713,2024-12-09,"USA, Boulder",CUST-15713,22,"Production assistant, television",Male,Pants,CAT-02,PA-4502,Pants Style,4,Recycled Polyester,80,320,GOTS,8.38,505,100,0.42,Not Returned,,Good
ORD-015714,2023-09-04,"New Zealand, Wellington",CUST-15714,28,Audiological scientist,Female,Shirt,CAT-01,SHI-3100,Shirt Style,4,Bamboo,55,220,None,14.42,1490,22,0.72,Not Returned,,Good
ORD-015715,2024-08-04,"USA, Burlington",CUST-15715,21,Printmaker,Male,Shoes,CAT-05,SHO-2928,Shoes Green,1,Linen,165,165,GOTS,5.66,1423,90,0.28,Not Returned,,Good
ORD-015716,2025-01-29,"Sweden, Stockholm",CUST-15716,55,Advertising copywriter,Female,Dress,CAT-03,DR-2025,Dress Classic,4,Bamboo,135,540,GOTS,12.12,2589,64,0.61,Not Returned,,Excellent
ORD-015717,2024-10-05,"USA, San Francisco",CUST-15717,39,"Engineer, aeronautical",Male,Shoes,CAT-05,SHO-6120,Shoes Style,3,Recycled Polyester,150,450,Fair Trade,11.78,1218,36,0.59,Not Returned,,Good
ORD-015718,2024-11-01,"Sweden, Stockholm",CUST-15718,47,"Solicitor, Scotland",Female,Bag,CAT-06,BA-6244,Bag Classic,2,Hemp,120,240,OEKO-TEX,3.26,2763,54,0.16,Not Returned,,Average
ORD-015719,2024-06-30,"Netherlands, Amsterdam",CUST-15719,33,Phytotherapist,Female,Shoes,CAT-05,SHO-7611,Shoes Classic,2,Linen,170,340,None,2.28,1629,60,0.11,Not Returned,,Average
ORD-015720,2024-10-25,"USA, Burlington",CUST-15720,45,"Producer, radio",Male,Bag,CAT-06,BA-8400,Bag Eco,5,Hemp,130,650,B Corp,13.51,2762,89,0.68,Not Returned,,Good
ORD-015721,2024-04-24,"USA, San Francisco",CUST-15721,39,Chartered certified accountant,Male,Pants,CAT-02,PA-1213,Pants Eco,2,Hemp,105,210,GOTS,4.37,671,96,0.22,Returned,Not as Expected,Excellent
ORD-015722,2023-10-20,"USA, Burlington",CUST-15722,54,Commercial/residential surveyor,Male,Jacket,CAT-04,JA-1163,Jacket Green,2,Recycled Polyester,185,370,None,9.16,2308,76,0.46,Not Returned,,Excellent
ORD-015723,2024-05-02,"USA, Portland",CUST-15723,21,Therapeutic radiographer,Female,Shoes,CAT-05,SHO-7261,Shoes Style,3,Recycled Polyester,130,390,Fair Trade,8.8,1136,54,0.44,Not Returned,,Excellent
ORD-015724,2024-11-25,"Canada, Victoria",CUST-15724,23,Call centre manager,Other,Pants,CAT-02,PA-8522,Pants Classic,3,Linen,95,285,GOTS,10.26,2813,48,0.51,Not Returned,,Excellent
ORD-015725,2024-08-19,"Sweden, Stockholm",CUST-15725,42,Control and instrumentation engineer,Female,Shoes,CAT-05,SHO-7191,Shoes Green,3,Hemp,195,585,Fair Trade,7.96,857,41,0.4,Not Returned,,Average
ORD-015726,2025-02-02,"Germany, Berlin",CUST-15726,27,"Administrator, sports",Female,Dress,CAT-03,DR-9664,Dress Style,2,Organic Cotton,130,260,Fair Trade,12.64,2845,84,0.63,Not Returned,,Good
ORD-015727,2024-12-02,"USA, Santa Cruz",CUST-15727,37,"Scientist, biomedical",Male,Shirt,CAT-01,SHI-2273,Shirt Classic,3,Hemp,55,165,GOTS,14.73,681,57,0.74,Returned,Not as Expected,Excellent
ORD-015728,2024-06-06,"Canada, Vancouver",CUST-15728,38,Teaching laboratory technician,Male,Bag,CAT-06,BA-3815,Bag Green,2,Bamboo,100,200,GOTS,4.46,561,74,0.22,Not Returned,,Good
ORD-015729,2023-06-20,"Sweden, Stockholm",CUST-15729,34,Network engineer,Female,Shoes,CAT-05,SHO-5193,Shoes Classic,5,Hemp,190,950,OEKO-TEX,13.79,567,64,0.69,Not Returned,,Excellent
ORD-015730,2024-12-02,"USA, San Francisco",CUST-15730,50,Haematologist,Male,Bag,CAT-06,BA-6733,Bag Green,2,Bamboo,100,200,GOTS,4.88,768,11,0.24,Not Returned,,Good
ORD-015731,2023-10-03,"Germany, Freiburg",CUST-15731,22,Drilling engineer,Male,Jacket,CAT-04,JA-7073,Jacket Eco,1,Organic Cotton,230,230,OEKO-TEX,10.8,776,20,0.54,Not Returned,,Excellent
ORD-015732,2024-09-10,"Sweden, Stockholm",CUST-15732,48,Public relations officer,Male,Shirt,CAT-01,SHI-2894,Shirt Eco,1,Hemp,60,60,OEKO-TEX,3.77,1350,81,0.19,Not Returned,,Excellent
ORD-015733,2024-09-09,"New Zealand, Wellington",CUST-15733,54,Adult guidance worker,Female,Shirt,CAT-01,SHI-1210,Shirt Green,5,Recycled Polyester,50,250,B Corp,12.97,2649,68,0.65,Returned,Other,Excellent
ORD-015734,2023-08-30,"Norway, Bergen",CUST-15734,52,Trade union research officer,Male,Jacket,CAT-04,JA-1307,Jacket Eco,5,Bamboo,225,1125,GOTS,14.79,2688,41,0.74,Not Returned,,Good
ORD-015735,2024-07-31,"Norway, Bergen",CUST-15735,55,Animal technologist,Female,Dress,CAT-03,DR-2583,Dress Green,5,Organic Cotton,120,600,B Corp,10.1,2396,70,0.51,Not Returned,,Average
ORD-015736,2023-04-20,"USA, San Francisco",CUST-15736,43,Colour technologist,Male,Pants,CAT-02,PA-6450,Pants Style,3,Bamboo,80,240,GOTS,12.62,1008,10,0.63,Not Returned,,Good
ORD-015737,2024-05-03,"Norway, Oslo",CUST-15737,28,Academic librarian,Male,Bag,CAT-06,BA-4106,Bag Style,1,Linen,120,120,OEKO-TEX,10.79,1041,88,0.54,Not Returned,,Good
ORD-015738,2024-01-31,"Netherlands, Amsterdam",CUST-15738,31,Community arts worker,Male,Jacket,CAT-04,JA-2347,Jacket Classic,4,Hemp,225,900,OEKO-TEX,6.53,2170,34,0.33,Not Returned,,Average
ORD-015739,2023-07-16,"USA, Burlington",CUST-15739,51,Print production planner,Female,Shoes,CAT-05,SHO-8690,Shoes Green,4,Bamboo,150,600,None,5.82,2628,35,0.29,Returned,No Reason,Average
ORD-015740,2024-06-09,"USA, Boulder",CUST-15740,22,Medical technical officer,Female,Bag,CAT-06,BA-6766,Bag Style,4,Recycled Polyester,90,360,Fair Trade,13.52,2071,49,0.68,Not Returned,,Excellent
ORD-015741,2023-09-30,"Germany, Berlin",CUST-15741,49,Health promotion specialist,Female,Pants,CAT-02,PA-5751,Pants Classic,5,Organic Cotton,85,425,B Corp,3.86,1286,46,0.19,Not Returned,,Good
ORD-015742,2024-11-25,"New Zealand, Wellington",CUST-15742,35,Medical sales representative,Male,Dress,CAT-03,DR-2929,Dress Eco,2,Organic Cotton,110,220,Fair Trade,2.88,2104,68,0.14,Not Returned,,Excellent
ORD-015743,2023-09-04,"Germany, Berlin",CUST-15743,43,Hotel manager,Male,Shirt,CAT-01,SHI-9922,Shirt Classic,2,Hemp,65,130,GOTS,7.26,1487,69,0.36,Not Returned,,Excellent
ORD-015744,2024-11-11,"USA, Burlington",CUST-15744,35,Publishing rights manager,Male,Jacket,CAT-04,JA-2117,Jacket Eco,5,Linen,225,1125,Fair Trade,9.76,1289,89,0.49,Not Returned,,Average
ORD-015745,2024-02-24,"USA, Portland",CUST-15745,40,Statistician,Male,Jacket,CAT-04,JA-7385,Jacket Style,4,Recycled Polyester,195,780,None,4.41,1784,57,0.22,Not Returned,,Good
ORD-015746,2024-10-28,"Sweden, Stockholm",CUST-15746,39,Civil Service administrator,Female,Shirt,CAT-01,SHI-3148,Shirt Eco,5,Linen,55,275,GOTS,10.11,692,84,0.51,Not Returned,,Good
ORD-015747,2024-03-17,"Sweden, Stockholm",CUST-15747,36,Technical sales engineer,Female,Jacket,CAT-04,JA-2124,Jacket Classic,1,Bamboo,240,240,B Corp,14.09,628,17,0.7,Not Returned,,Good
ORD-015748,2023-12-21,"Netherlands, Amsterdam",CUST-15748,53,Investment analyst,Female,Dress,CAT-03,DR-6966,Dress Green,2,Linen,125,250,None,6.55,1896,45,0.33,Not Returned,,Good
